id;doi;count;year;issn;title;publisher;discipline;electronic
212;10.5465/amj.2011.0546;128;2013;0001-4273;What matters when: A multistage model and empirical examination of job search effort;Academy of Management Journal;bwl;\N
213;10.5465/amj.2011.1000;210;2014;0001-4273;Turnkey or tailored? relational pluralism, institutional complexity, and the organizational adoption of more or less customized practices;Academy of Management Journal;bwl;\N
214;10.5465/amj.2016.0850;45;2018;0001-4273;Going for it on fourth down: Rivalry increases risk taking, physiological arousal, and promotion focus;Academy of Management Journal;bwl;\N
215;10.5465/amj.2014.0239;84;2016;0001-4273;Magnification and correction of the acolyte effect: Initial benefits and ex post settling up in NFL coaching careers;Academy of Management Journal;bwl;\N
216;10.5465/amj.2015.0769;56;2018;0001-4273;IT's not easy building green: The impact of public policy, private actors, and regional logics on voluntary standards adoption;Academy of Management Journal;bwl;\N
217;10.5465/amj.2006.0241;182;2011;0001-4273;Trust in typical and high-reliability contexts: Building and reacting to trust among firefighters;Academy of Management Journal;bwl;\N
218;10.5465/amj.2013.1060;103;2017;0001-4273;Pay formalization revisited: Considering the effects of manager gender and discretion on closing the gender wage gap;Academy of Management Journal;bwl;\N
219;10.5465/AMJ.2011.64870139;515;2011;0001-4273;Person-organization value congruence: How transformational leaders influence work group effectiveness;Academy of Management Journal;bwl;\N
221;10.5465/amj.2011.0272;404;2013;0001-4273;Building positive resources: Effects of positive events and positive reflection on work stress and health;Academy of Management Journal;bwl;\N
222;10.5465/amj.2012.0458;322;2015;0001-4273;Distant search, narrow attention: How crowding alters organizations' filtering of suggestions in crowdsourcing;Academy of Management Journal;bwl;\N
223;10.5465/amj.54.5.zoj881;20;2018;0001-4273;Academy of Management Journal                    Best Article Award for 2010                  ;Academy of Management Journal;bwl;\N
224;10.5465/amj.54.5.zoj882;2;2018;0001-4273;Academy of Management Journal                    Ad Hoc Reviewers of 2010                  ;Academy of Management Journal;bwl;\N
225;10.5465/amj.55.1.zoj235;5;2018;0001-4273;Academy of Management Journal Volume 54 AUTHOR INDEX;Academy of Management Journal;bwl;\N
226;10.5465/amj.2014.0470;126;2017;0001-4273;Why is underemployment related to creativity and ocb? a task-crafting explanation of the curvilinear moderated relations;Academy of Management Journal;bwl;\N
227;10.5465/amj.2010.0696;315;2012;0001-4273;Cleaning Up the big muddy: A meta-analytic review of the determinants of escalation of commitment;Academy of Management Journal;bwl;\N
228;10.5465/amj.2013.0316;7;2013;0001-4273;When Do Entrepreneurs Accurately Evaluate Venture Capital Firms ’ Track Records ? A Bounded Rationality Perspective University of Washington;\N;bwl;\N
229;10.5465/amj.2013.0835;104;2016;0001-4273;Local partnering in foreign ventures: Uncertainty, experiential learning, and syndication in cross-border venture capital investments;Academy of Management Journal;bwl;\N
230;10.5465/amj.2013.0581;123;2016;0001-4273;Friends and profits don't mix: The performance implications of repeated partnerships;Academy of Management Journal;bwl;\N
231;10.5465/amj.2013.1088;66;2017;0001-4273;The conditional importance of prior ties: A group-level analysis of venture capital syndication;Academy of Management Journal;bwl;\N
232;10.5465/amj.2013.1091;137;2016;0001-4273;"Third party employment branding: Human capital inflows and outflows following \best places to work\"" certifications""";Academy of Management Journal;bwl;\N
233;10.5465/amj.2015.0633;22;2017;0001-4273;REWARDS FOR PATENTS AND INVENTOR BEHAVIORS IN INDUSTRIAL R&D;Academy of Management Journal;bwl;\N
234;10.5465/amj.2015.4002;0;2015;0001-4273;Managing Digital Money;Academy of Management Journal;bwl;\N
235;10.5465/amj.2015.0446;87;2016;0001-4273;Selective regulator decoupling and organizations' strategic responses;Academy of Management Journal;bwl;\N
236;10.5465/amj.2015.0725;173;2016;0001-4273;Scaffolding: A process of transforming patterns of inequality in small-scale societies;Academy of Management Journal;bwl;\N
237;10.5465/amj.2012.0737;20;2014;0001-4273;AN INDUCTIVE STUDY OF FEEDBACK INTERACTIONS OVER THE COURSE OF CREATIVE PROJECTS;Academy of Management journal;bwl;\N
238;10.5465/amj.2015.0718;233;2017;0001-4273;An inconvenient truth: How organizations translate climate change into business as usual;Academy of Management Journal;bwl;\N
239;10.5465/amj.2010.0879;150;2013;0001-4273;Looking backward instead of forward: Aspiration-driven influences on the efficiency of the capital allocation process;Academy of Management Journal;bwl;\N
240;10.5465/amj.2012.0119;206;2014;0001-4273;Within or without? How firms combine internal and external labor markets to fill jobs;Academy of Management Journal;bwl;\N
241;10.5465/amj.2014.0767;61;2017;0001-4273;Green by comparison: Deviant and normative transmutations of job search envy in a temporal context;Academy of Management Journal;bwl;\N
242;10.5465/amj.2014.0566;1;2017;0001-4273;RESOLUTION, RELIEF, AND RESIGNATION: A QUALITATIVE STUDY OF RESPONSES TO MISFIT AT WORK;Academy of Management Journal;bwl;\N
243;10.5465/amj.2013.0404;138;2017;0001-4273;To thine own self be true? facades of conformity, values incongruence, and the moderating impact of leader integrity;Academy of Management Journal;bwl;\N
244;10.5465/amj.2014.0487;86;2017;0001-4273;"\devils may sit here:\"" The role of enchantment in institutional maintenance""";Academy of Management Journal;bwl;\N
245;10.5465/amj.2011.0420;106;2014;0001-4273;Managers and analysts: An examination of mutual influence;Academy of Management Journal;bwl;\N
246;10.5465/amj.2014.0897;114;2017;0001-4273;Organizational learning in target setting;Academy of Management Journal;bwl;\N
247;10.5465/amj.2014.1112;105;2017;0001-4273;Is there a doctor in the house? Expert product users, organizational roles, and innovation;Academy of Management Journal;bwl;\N
248;10.5465/amj.2016.0625;18;2018;0001-4273;“Matter Battles:” Boundary Objects and the Failure of Collaboration in Two Smart Cities;Academy of Management Journal;bwl;\N
249;10.5465/amj.2010.0920;239;2012;0001-4273;When employees are out of step with coworkers: How job satisfaction trajectory and dispersion influence individual- and unit-level voluntary turnover;Academy of Management Journal;bwl;\N
250;10.5465/amj.2012.0045;181;2015;0001-4273;Family-versus lone-founder-controlled public corporations: Social identity theory and boards of directors;Academy of Management Journal;bwl;\N
251;10.5465/amj.2015.4021;4;2015;0001-4273;West Meets East: New Concepts and Theories;Academy of Management Journal;bwl;\N
252;10.5465/amj.2013.1135;176;2015;0001-4273;Emotional labor dynamics: A momentary approach;Academy of Management Journal;bwl;\N
253;10.5465/AMJ.2011.61968107;555;2011;0001-4273;Routines as a source of change in organizational schemata: The role of trial-and-error learning;Academy of Management Journal;bwl;\N
254;10.5465/amj.2014.0862;121;2017;0001-4273;The face of the firm: The influence of ceos on corporate reputation;Academy of Management Journal;bwl;\N
255;10.5465/amj.2011.0358;2;2013;0001-4273;,DanaInfo=content.ebscohost.com+89878851.pdf;\N;bwl;\N
256;10.5465/amj.2012.0585;310;2014;0001-4273;Making the most of where you are: Geography, networks, and innovation in organizations;Academy of Management Journal;bwl;\N
257;10.5465/amj.2015.0018;79;2017;0001-4273;Self-reliance: A gender perspective on its relationship to communality and leadership evaluations;Academy of Management Journal;bwl;\N
258;10.5465/amj.2011.0917;367;2014;0001-4273;Knowledge networks, collaboration networks, and exploratory innovation;Academy of Management Journal;bwl;\N
259;10.5465/amj.2014.0898;180;2017;0001-4273;When job performance is all relative: How family motivation energizes effort and compensates for intrinsic motivation;Academy of Management Journal;bwl;\N
260;10.5465/amj.2014.0181;68;2017;0001-4273;To shift or not to shift? Determinants and consequences of phase shifting on justice judgments;Academy of Management Journal;bwl;\N
261;10.5465/amj.2009.0331;396;2012;0001-4273;Learning sequences: Their existence, effect, and evolution;Academy of Management Journal;bwl;\N
262;10.5465/amj.2016.4004;503;2016;0001-4273;Grand challenges and inductive methods: Rigor without rigor mortis;Academy of Management Journal;bwl;\N
263;10.5465/amj.2011.59215090;0;2011;0001-4273;Firm-Specific Assets, Multinationality, and Financial Performance: A Meta-analytic Review and Theoretical Integration;Academy of Management Journal;bwl;\N
264;10.5465/amj.2011.0121;129;2013;0001-4273;Apprentice, departure, and demotion: An examination of the three types of CEO-board chair separation;Academy of Management Journal;bwl;\N
265;10.5465/amj.2013.4001;981;2013;0001-4273;Process studies of change in organization and management: Unveiling temporality, activity, and flow;Academy of Management Journal;bwl;\N
266;10.5465/amj.2017.4004;78;2017;0001-4273;From the editors: Falling in love again with what we do: Academic craftsmanship in the management sciences;Academy of Management Journal;bwl;\N
267;10.5465/amj.2015.0946;42;2018;0001-4273;The benefits of not seeing eye to eye with leadership: Divergence in risk preferences impacts multiteam system behavior and performance;Academy of Management Journal;bwl;\N
268;10.5465/amj.2018.4001;76;2018;0001-4273;New Ways of Seeing: Theory Integration across Disciplines;Academy of Management Journal;bwl;\N
269;10.5465/amj.2014.4006;54;2014;0001-4273;From the Editors. Rethinking Governance in Management Research;Academy of Management Journal;bwl;\N
270;10.5465/amj.2012.0098;117;2016;0001-4273;Mechanisms of hybrid governance: Administrative committees in non-equity alliances;Academy of Management Journal;bwl;\N
271;10.5465/amj.2014.0532;116;2016;0001-4273;When in Rome, look like caesar? investigating the link between demand-side cultural power distance and CEO power;Academy of Management Journal;bwl;\N
272;10.5465/amj.2010.0608;2;2012;0001-4273;82571471.Pdf;\N;bwl;\N
273;10.5465/amj.2015.0770;161;2016;0001-4273;Challenges for global supply chain sustainability: Evidence from conflict minerals reports;Academy of Management Journal;bwl;\N
274;10.5465/amj.2010.0962;316;2013;0001-4273;Stakeholder pressure on MNEs and the transfer of socially irresponsible practices to subsidiaries;Academy of Management Journal;bwl;\N
275;10.5465/amj.2014.0651;8;2015;0001-4273;Why Are Abusive Supervisors Abusive? A Dual-system Self-control Model;Academy of Management Journal;bwl;\N
276;10.5465/amj.2015.1061;80;2018;0001-4273;Heavy is the head that wears the crown: An actor-centric approach to daily psychological power, abusive leader behavior, and perceived incivility;Academy of Management Journal;bwl;\N
277;10.5465/amj.2014.0718;109;2017;0001-4273;The interplay of team and organizational commitment in motivating employees' interteam conflict handling;Academy of Management Journal;bwl;\N
278;10.5465/amj.2015.0730;115;2016;0001-4273;Coordinated exploration for grand challenges: The role of advocacy groups in search consortia;Academy of Management Journal;bwl;\N
279;10.5465/amj.2013.1209;78;2016;0001-4273;Partners in crime: The effects of diversity on the longevity of cartels;Academy of Management Journal;bwl;\N
280;10.5465/amj.2010.0157;137;2012;0001-4273;After the pink slip: Applying dynamic motivation frameworks to the job search experience;Academy of Management Journal;bwl;\N
281;10.5465/amj.2010.1023;221;2012;0001-4273;Different hats, different obligations: Plural occupational identities and situated moral judgments;Academy of Management Journal;bwl;\N
282;10.5465/amj.2013.1219;135;2016;0001-4273;Beginning's end: How founders psychologically disengage from their organizations;Academy of Management Journal;bwl;\N
283;10.5465/amj.2011.0298;190;2013;0001-4273;Between you and me: Setting work-nonwork boundaries in the context of workplace relationships;Academy of Management Journal;bwl;\N
284;10.5465/amj.2014.0275;106;2016;0001-4273;When justice promotes injustice: Why minority leaders experience bias when they adhere to interpersonal justice rules;Academy of Management Journal;bwl;\N
285;10.5465/AMJ.2011.61968081;191;2011;0001-4273;Me or we: The effects of CEO organizational identification on agency costs;Academy of Management Journal;bwl;\N
286;10.5465/amj.2013.0430;159;2015;0001-4273;Decoding the adaptability-rigidity puzzle: Evidence from pharmaceutical incumbents' pursuit of gene therapy and monoclonal antibodies;Academy of Management Journal;bwl;\N
287;10.5465/amj.2012.0253;5;2012;0001-4273;The Structural Elaboration of Board Independence : Executive Power , Institutional Logics , and the Adoption of CEO-only Board Structures in U . S . Corporate Governance 2001 Sheridan Rd;\N;bwl;\N
288;10.5465/amj.2012.0686;174;2014;0001-4273;Framing controversial actions: Regulatory focus, source credibility, and stock market reaction to poison pill adoption;Academy of Management Journal;bwl;\N
289;10.5465/amj.2011.0744;5;2013;0001-4273;Corporate Social Responsibility and Shareholder Reaction : The Environmental Consciousness of Shareholders;Academy of Management Journal;bwl;\N
290;10.5465/amj.2015.0682;179;2016;0001-4273;Building resilience or providing sustenance: Different paths of emergent ventures in the aftermath of the Haiti earthquake;Academy of Management Journal;bwl;\N
291;10.5465/amj.2011.59215082;53;2011;0001-4273;The next three years at AMJ-maintaining the mission while expanding the Journal;Academy of Management Journal;bwl;\N
