handle;year;cites;if_;if_5;docs_published;h_index;type;issn1;issn2;type2;year3;scimago_id;sjr;type4;year5;jourqual;type6;year7;bwl;type8;year9;vwl;journal_name
RePEc:bla:sysdyn;2017;13;0.2;0.29;12;5;ReDIF-Article;0883-7066;1099-1727;scimago;2018;23651;0.298;vhb-jourqual;2015;B;Handelsblatt-Ranking BWL;2018;D;Handelsblatt-Ranking VWL;2017;;System Dynamics Review
RePEc:bmo:bmoart;2017;2;null;0.13;5;2;ReDIF-Article;2148-6212;;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;F;Econometrics Letters
RePEc:boh:actaub;2017;;null;null;2;1;ReDIF-Article;1212-3285;2336-4297;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;Acta Universitatis Bohemiae Meridionales
RePEc:bot:rivsta;2017;4;0.05;0.03;20;5;ReDIF-Article;0390-590X;1973-2201;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;Statistica
RePEc:bpd:articl;2017;;null;null;0;;ReDIF-Article;2576-6465;;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;Journal of Behavioral Public Administration
RePEc:bpi:revpad;2017;;null;null;0;1;ReDIF-Article;1583-7890;2067-1962;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;Revista pădurilor
RePEc:brf:journl;2017;4;null;0.04;0;3;ReDIF-Article;1679-0731;1984-5146;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;F;Brazilian Review of Finance
RePEc:brv:almnch;2017;;null;null;0;;ReDIF-Article;1337-0715;1339-3502;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;Almanach (Actual Issues in World Economics and Politics)
RePEc:brv:journl;2017;6;null;0.04;20;2;ReDIF-Article;1336-1562;1339-2751;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;Medzinarodne vztahy (Journal of International Relations)
RePEc:buc:jgbeco;2017;3;0.04;0.04;4;3;ReDIF-Article;1751-7990;1751-8008;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;F;Handelsblatt-Ranking VWL;2017;;Journal of Gambling Business and Economics
RePEc:buc:jpredm;2017;4;0.08;0.08;0;8;ReDIF-Article;1750-6751;1750-676X;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;F;Handelsblatt-Ranking VWL;2017;;Journal of Prediction Markets
RePEc:buh:journl;2017;;null;null;7;;ReDIF-Article;1453-5386;2392-8107;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;Studii de Biblioteconomie şi Ştiinţa Informării / Library and Information Science Research
RePEc:but:anneas;2017;1;null;0.06;0;1;ReDIF-Article;1842-9327;2458-102X;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;Annals - Economic and Administrative Series -
RePEc:but:ijebfa;2017;3;0.1;0.06;0;3;ReDIF-Article;2069-5756;2285-0430;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;The International Journal of Economic Behavior - IJEB
RePEc:but:ijhefa;2017;;null;null;0;;ReDIF-Article;2069-5748;2285-0449;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;The International Journal of Health Economics - IJHE
RePEc:but:manage;2017;3;0.01;0.01;0;2;ReDIF-Article;1453-0503;2286-170X;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;Manager Journal
RePEc:caq:j950ix;2017;7;null;0.03;55;4;ReDIF-Article;0012-978X;1827-8949;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;F;Economia & lavoro
RePEc:cbu:jrnlec;2017;35;0.02;0.02;216;5;ReDIF-Article;1844-7007;2344-3685;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;Annals - Economy Series
RePEc:cbu:jrnlju;2017;;null;null;0;;ReDIF-Article;1844-7015;2344-486X;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;Annals - Juridical Science Series
RePEc:cej:primer;2017;;null;null;0;;ReDIF-Article;1692-3065;;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;???
RePEc:cem:jaecon;2017;53;0.56;0.66;18;25;ReDIF-Article;1514-0326;1667-6726;scimago;2018;6600153102;0.276;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;E;Handelsblatt-Ranking VWL;2017;E;Journal of Applied Economics
RePEc:cem:temana;2017;;null;null;0;1;ReDIF-Article;1668-5792;;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;Temas de Management
RePEc:chc:studse;2017;1;null;0.11;0;3;ReDIF-Article;2235-1868;;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;Studies and Reports
RePEc:clh:briefi;2017;;null;null;9;1;ReDIF-Article;2560-8320;2560-8312;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;SPP Briefing Papers
RePEc:clh:commun;2017;;null;null;25;1;ReDIF-Article;2560-8320;2560-8312;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;SPP Communique
RePEc:clh:defenc;2017;;null;null;0;;ReDIF-Article;2560-8320;2560-8312;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;SPP Defence Papers
RePEc:clh:resear;2017;19;0.08;0.1;20;5;ReDIF-Article;2560-8320;2560-8312;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;SPP Research Papers
RePEc:clh:techni;2017;;null;null;1;1;ReDIF-Article;2560-8320;2560-8312;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;SPP Technical Papers
RePEc:clh:worksh;2017;;null;null;0;;ReDIF-Article;2560-8320;2560-8312;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;SPP Workshop Papers
RePEc:clr:wugarc;2017;8;0.05;0.04;25;6;ReDIF-Article;0378-5130;;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;Wirtschaft und Gesellschaft - WuG
RePEc:cmj:interc;2017;3;0.01;0.01;22;3;ReDIF-Article;1454-9980;2285-9292;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;Management Intercultural
RePEc:cmj:journl;2017;12;0.19;0.06;18;3;ReDIF-Article;2286-0452;;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;F;CrossCultural Management Journal
RePEc:cmj:lawsor;2017;;null;null;16;;ReDIF-Article;2537-477X;;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;Law, Society & Organisations
RePEc:cmj:networ;2017;3;0.06;0.03;16;2;ReDIF-Article;2344-1712;;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;Network Intelligence Studies
RePEc:cmj:seapas;2017;20;0.04;0.03;65;3;ReDIF-Article;2360-2554;;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;SEA - Practical Application of Science
RePEc:cml:boletn;2017;;null;null;11;2;ReDIF-Article;0186-7229;2224-6703;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;Boletín
RePEc:cml:moneta;2017;5;0.13;0.06;8;5;ReDIF-Article;0185-1136;2224-6681;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;Monetaria
RePEc:cml:moneya;2017;;null;null;0;6;ReDIF-Article;0187-7615;;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;Money Affairs
RePEc:cpo:journl;2017;1;null;0.02;0;3;ReDIF-Article;0154-8344;1969-6779;scimago;2018;21100449002;0.142;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;F;Cahiers d’économie politique / Papers in Political Economy
RePEc:cta:jcppxx;2017;7;0.02;0.04;18;3;ReDIF-Article;2247-6571;1582-8344;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;Journal of Community Positive Practices
RePEc:cuf:journl;2017;76;0.38;0.64;28;17;ReDIF-Article;1529-7373;;scimago;2018;19200156908;0.174;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;E;Handelsblatt-Ranking VWL;2017;E;Annals of Economics and Finance
RePEc:dah:aeqaeq;2017;4;0.06;0.08;14;2;ReDIF-Article;1611-6607;1865-5122;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;F;Applied Economics Quarterly (formerly: Konjunkturpolitik)
RePEc:dah:aeqsjb;2017;10;0.04;0.2;0;3;ReDIF-Article;1439-121X;1865-5742;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;F;Schmollers Jahrbuch : Journal of Applied Social Science Studies / Zeitschrift für Wirtschafts- und Sozialwissenschaften
RePEc:dah:aeqzfk;2017;2;null;0.03;15;2;ReDIF-Article;1860-4633;1865-5114;scimago;2018;;;vhb-jourqual;2015;C;Handelsblatt-Ranking BWL;2018;F;Handelsblatt-Ranking VWL;2017;;ZfKE – Zeitschrift für KMU und Entrepreneurship
RePEc:diw:diwdeb;2017;40;0.1;0.12;77;7;ReDIF-Article;2192-7200;2192-7219;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;DIW Economic Bulletin
RePEc:diw:diwdwr;2017;;null;null;0;;ReDIF-Article;2568-7697;;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;DIW Weekly Report
RePEc:diw:diwvjh;2017;6;0.03;0.03;37;12;ReDIF-Article;0340-1707;1861-1559;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;Vierteljahrshefte zur Wirtschaftsforschung / Quarterly Journal of Economic Research
RePEc:diw:diwwob;2017;77;0.07;0.08;182;13;ReDIF-Article;0012-1304;1860-8787;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;DIW Wochenbericht
RePEc:diw:diwwrp;2017;;null;null;0;5;ReDIF-Article;1860-3343;;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;Weekly Report
RePEc:ebl:ecbull;2017;381;0.26;0.27;266;29;ReDIF-Article;1545-2921;;scimago;2018;6700153287;0.193;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;E;Economics Bulletin
RePEc:edr:sswrgl;2017;;null;null;14;1;ReDIF-Article;2573-3222;2573-3230;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;Sociology and Social Work Review
RePEc:eeb:articl;2017;2;0.07;0.07;16;1;ReDIF-Article;2256-0521;2256-0904;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;F;Eastern European Business and Economics Journal
RePEc:eee:accfor;2017;39;0.33;0.55;0;11;ReDIF-Article;0155-9982;1467-6303;scimago;2018;145078;0.739;vhb-jourqual;2015;C;Handelsblatt-Ranking BWL;2018;D;Handelsblatt-Ranking VWL;2017;;Accounting forum
RePEc:eee:accoun;2017;57;0.33;0.65;25;23;ReDIF-Article;0020-7063;1879-2251;scimago;2018;;;vhb-jourqual;2015;B;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;The International Journal of Accounting
RePEc:eee:advacc;2017;20;0.13;0.14;38;4;ReDIF-Article;0882-6110;;scimago;2018;4000152110;0.308;vhb-jourqual;2015;C;Handelsblatt-Ranking BWL;2018;E;Handelsblatt-Ranking VWL;2017;;Advances in accounting
RePEc:eee:agecon;2017;;null;null;0;44;ReDIF-Article;0169-5150;1574-0862;scimago;2018;73771;1.815;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;C;Handelsblatt-Ranking VWL;2017;C;Agricultural Economics
RePEc:eee:agisys;2017;332;0.54;0.66;138;33;ReDIF-Article;0308-521X;1873-2267;scimago;2018;15061;1.355;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;Agricultural Systems
RePEc:eee:agiwat;2017;577;0.44;0.52;308;33;ReDIF-Article;0378-3774;1873-2283;scimago;2018;35824;1.403;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;Agricultural Water Management
RePEc:eee:anture;2017;190;0.74;0.82;84;9;ReDIF-Article;0160-7383;1873-7722;scimago;2018;30718;2.18;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;C;Handelsblatt-Ranking VWL;2017;;Annals of Tourism Research
RePEc:eee:aosoci;2017;144;0.67;0.92;32;64;ReDIF-Article;0361-3682;1873-6289;scimago;2018;28094;2.036;vhb-jourqual;2015;A;Handelsblatt-Ranking BWL;2018;C;Handelsblatt-Ranking VWL;2017;;Accounting, Organizations and Society
RePEc:eee:apmaco;2017;335;0.17;0.17;574;10;ReDIF-Article;0096-3003;1873-5649;scimago;2018;25170;0.927;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;Applied Mathematics and Computation
RePEc:eee:appene;2017;10124;1.74;1.8;1596;73;ReDIF-Article;0306-2619;1872-9118;scimago;2018;28801;3.455;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;Applied Energy
RePEc:eee:asieco;2017;200;0.62;0.95;35;33;ReDIF-Article;1049-0078;1873-7927;scimago;2018;22736;0.616;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;E;Handelsblatt-Ranking VWL;2017;D;Journal of Asian Economics
RePEc:eee:aumajo;2017;17;0.14;0.13;0;6;ReDIF-Article;1441-3582;1839-3349;scimago;2018;17700155010;0.388;vhb-jourqual;2015;D;Handelsblatt-Ranking BWL;2018;E;Handelsblatt-Ranking VWL;2017;;Australasian marketing journal
RePEc:eee:beexfi;2017;60;0.67;0.65;14;6;ReDIF-Article;2214-6350;2214-6369;scimago;2018;21100316071;0.635;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;E;Handelsblatt-Ranking VWL;2017;E;Journal of Behavioral and Experimental Finance
RePEc:eee:beheco;2017;;null;null;0;8;ReDIF-Article;0090-5720;1878-5360;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;Journal of Behavioral Economics
RePEc:eee:bracre;2017;;null;null;0;1;ReDIF-Article;0890-8389;1095-8347;scimago;2018;28634;1.118;vhb-jourqual;2015;C;Handelsblatt-Ranking BWL;2018;D;Handelsblatt-Ranking VWL;2017;;The British Accounting Review
RePEc:eee:bushor;2017;101;0.41;0.45;76;28;ReDIF-Article;0007-6813;1873-6068;scimago;2018;20209;1.296;vhb-jourqual;2015;C;Handelsblatt-Ranking BWL;2018;C;Handelsblatt-Ranking VWL;2017;;Business Horizons
RePEc:eee:chieco;2017;558;1.07;1.32;92;43;ReDIF-Article;1043-951X;1873-7781;scimago;2018;20566;1.052;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;D;Handelsblatt-Ranking VWL;2017;D;China Economic Review
RePEc:eee:corfin;2017;782;1.19;1.62;155;55;ReDIF-Article;0929-1199;1872-6313;scimago;2018;17496;1.748;vhb-jourqual;2015;B;Handelsblatt-Ranking BWL;2018;C;Handelsblatt-Ranking VWL;2017;C;Journal of Corporate Finance
RePEc:eee:crcspp;2017;;null;null;0;54;ReDIF-Article;0167-2231;1879-1328;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;F;Carnegie-Rochester Conference Series on Public Policy
RePEc:eee:crpeac;2017;151;0.59;0.6;40;15;ReDIF-Article;1045-2354;1095-9955;scimago;2018;29170;1.853;vhb-jourqual;2015;B;Handelsblatt-Ranking BWL;2018;C;Handelsblatt-Ranking VWL;2017;;CRITICAL PERSPECTIVES ON ACCOUNTING
RePEc:eee:csdana;2017;581;0.36;0.47;185;36;ReDIF-Article;0167-9473;1872-7352;scimago;2018;28461;1.245;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;C;Handelsblatt-Ranking VWL;2017;E;Computational Statistics & Data Analysis
RePEc:eee:cysrev;2017;417;0.3;0.34;389;29;ReDIF-Article;0190-7409;1873-7765;scimago;2018;24482;0.754;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;Children and Youth Services Review
RePEc:eee:deveco;2017;1787;2.88;3.69;71;138;ReDIF-Article;0304-3878;1872-6089;scimago;2018;14834;3.432;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;B;Handelsblatt-Ranking VWL;2017;A;Journal of Development Economics
RePEc:eee:deveng;2017;1;0.2;0.2;13;2;ReDIF-Article;2352-7285;;scimago;2018;21100455650;0.626;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;Development Engineering
RePEc:eee:dyncon;2017;1459;2.05;1.97;112;92;ReDIF-Article;0165-1889;1879-1743;scimago;2018;28976;1.559;vhb-jourqual;2015;A;Handelsblatt-Ranking BWL;2018;C;Handelsblatt-Ranking VWL;2017;C;Journal of Economic Dynamics and Control
RePEc:eee:ecanpo;2017;122;0.79;0.71;38;12;ReDIF-Article;0313-5926;2204-2296;scimago;2018;5800191435;0.892;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;E;Economic Analysis and Policy
RePEc:eee:ecmode;2017;2556;1.35;1.36;247;51;ReDIF-Article;0264-9993;1873-6122;scimago;2018;28467;1.039;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;D;Handelsblatt-Ranking VWL;2017;D;Economic Modelling
RePEc:eee:ecoedu;2017;530;1.03;1.23;67;56;ReDIF-Article;0272-7757;1873-7382;scimago;2018;19692;2.098;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;C;Handelsblatt-Ranking VWL;2017;C;Economics of Education Review
RePEc:eee:ecofin;2017;329;0.98;1.04;78;30;ReDIF-Article;1062-9408;1879-0860;scimago;2018;24089;0.552;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;E;Handelsblatt-Ranking VWL;2017;D;The North American Journal of Economics and Finance
RePEc:eee:ecolec;2017;1756;1.27;1.53;305;99;ReDIF-Article;0921-8009;1873-6106;scimago;2018;20290;1.767;vhb-jourqual;2015;B;Handelsblatt-Ranking BWL;2018;C;Handelsblatt-Ranking VWL;2017;C;Ecological Economics
RePEc:eee:ecolet;2017;2285;0.78;0.94;406;95;ReDIF-Article;0165-1765;1873-7374;scimago;2018;28490;0.767;vhb-jourqual;2015;B;Handelsblatt-Ranking BWL;2018;D;Handelsblatt-Ranking VWL;2017;D;Economics Letters
RePEc:eee:ecomod;2017;419;0.29;0.27;314;21;ReDIF-Article;0304-3800;1872-7026;scimago;2018;23274;1.04;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;Ecological Modelling
RePEc:eee:econom;2017;1553;1.62;2.07;125;181;ReDIF-Article;0304-4076;1872-6895;scimago;2018;28973;4.485;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;A;Handelsblatt-Ranking VWL;2017;B;Journal of Econometrics
RePEc:eee:ecoser;2017;442;0.73;1.08;159;20;ReDIF-Article;2212-0416;;scimago;2018;21100218523;2.151;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;Ecosystem Services
RePEc:eee:ecosta;2017;;null;null;42;3;ReDIF-Article;2452-3062;;scimago;2018;21100836195;0.512;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;Econometrics and Statistics
RePEc:eee:ecosys;2017;245;0.97;1.22;44;30;ReDIF-Article;0939-3625;1878-5433;scimago;2018;12975;0.478;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;E;Handelsblatt-Ranking VWL;2017;E;Economic Systems
RePEc:eee:ecotra;2017;106;1.27;1.49;12;12;ReDIF-Article;2212-0122;2212-0130;scimago;2018;21100228129;1.157;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;C;Handelsblatt-Ranking VWL;2017;C;Economics of Transportation
RePEc:eee:ecpeco;2017;;null;null;0;9;ReDIF-Article;0167-188X;1878-4011;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;Engineering Costs and Production Economics
RePEc:eee:eecrev;2017;1694;2.7;2.87;141;136;ReDIF-Article;0014-2921;1873-572X;scimago;2018;20749;2.21;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;C;Handelsblatt-Ranking VWL;2017;C;European Economic Review
RePEc:eee:eejocm;2017;62;0.61;0.79;19;8;ReDIF-Article;1755-5345;;scimago;2018;21100246506;0.854;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;Journal of choice modelling
RePEc:eee:ehbiol;2017;260;1.07;0.97;63;32;ReDIF-Article;1570-677X;1873-6130;scimago;2018;26041;1.524;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;C;Handelsblatt-Ranking VWL;2017;C;Economics & Human Biology
RePEc:eee:ejores;2017;3504;1;1.15;693;84;ReDIF-Article;0377-2217;1872-6860;scimago;2018;22489;2.205;vhb-jourqual;2015;A;Handelsblatt-Ranking BWL;2018;B;Handelsblatt-Ranking VWL;2017;B;European Journal of Operational Research
RePEc:eee:ememar;2017;368;1.59;1.96;48;34;ReDIF-Article;1566-0141;1873-6173;scimago;2018;14453;1;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;D;Handelsblatt-Ranking VWL;2017;C;Emerging Markets Review
RePEc:eee:empfin;2017;389;1.04;1.17;64;57;ReDIF-Article;0927-5398;1879-1727;scimago;2018;17499;1.072;vhb-jourqual;2015;B;Handelsblatt-Ranking BWL;2018;D;Handelsblatt-Ranking VWL;2017;D;Journal of Empirical Finance
RePEc:eee:eneeco;2017;3666;2.18;2.79;355;107;ReDIF-Article;0140-9883;1873-6181;scimago;2018;29374;2.003;vhb-jourqual;2015;B;Handelsblatt-Ranking BWL;2018;C;Handelsblatt-Ranking VWL;2017;B;Energy Economics
RePEc:eee:enepol;2017;6276;1.78;1.84;693;106;ReDIF-Article;0301-4215;1873-6777;scimago;2018;29403;1.988;vhb-jourqual;2015;B;Handelsblatt-Ranking BWL;2018;C;Handelsblatt-Ranking VWL;2017;C;Energy Policy
RePEc:eee:energy;2017;8083;1.18;1.39;1922;70;ReDIF-Article;0360-5442;1873-6785;scimago;2018;29348;2.048;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;C;Energy
RePEc:eee:enscpo;2017;102;0.41;0.41;148;6;ReDIF-Article;1462-9011;1873-6416;scimago;2018;21536;1.919;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;C;Handelsblatt-Ranking VWL;2017;;Environmental Science & Policy
RePEc:eee:epplan;2017;60;0.12;0.17;117;13;ReDIF-Article;0149-7189;1873-7870;scimago;2018;26602;0.483;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;Evaluation and Program Planning
RePEc:eee:eproec;2017;;null;null;0;2;ReDIF-Article;0377-841X;1878-402X;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;Engineering and Process Economics
RePEc:eee:eurman;2017;118;null;0.75;0;26;ReDIF-Article;0263-2373;1873-5681;scimago;2018;22491;1.173;vhb-jourqual;2015;B;Handelsblatt-Ranking BWL;2018;C;Handelsblatt-Ranking VWL;2017;;European Management Journal
RePEc:eee:exehis;2017;132;0.92;0.93;20;30;ReDIF-Article;0014-4983;1090-2457;scimago;2018;28528;1.15;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;D;Handelsblatt-Ranking VWL;2017;C;Explorations in Economic History
RePEc:eee:fambus;2017;120;0.7;1.01;18;15;ReDIF-Article;1877-8585;1877-8593;scimago;2018;19600161806;1.683;vhb-jourqual;2015;C;Handelsblatt-Ranking BWL;2018;C;Handelsblatt-Ranking VWL;2017;;Journal of Family Business Strategy
RePEc:eee:finana;2017;638;0.96;1.17;85;30;ReDIF-Article;1057-5219;1873-8079;scimago;2018;17385;0.782;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;D;Handelsblatt-Ranking VWL;2017;D;International Review of Financial Analysis
